ID,Codice,Titolo,Categoria,Sottocategoria,Sottocategoria (ID),Tipologia,Prezzo,Qtà scatola,Qtà disponibile,ML,Capacità,Capacità (ID),Colore,Color,Finitura,Materiale,Materiale (ID),Imboccatura,Materiale *,Immagine,Abstract (it),Abstract (en),Nota fitting (it),Nota fitting en)
1277,CS400.0025,London,Contagocce,London,128,Contagocce,"0,91",114,0,0,,0,Ghiera e bulbo bianco,White collar and bulb,Nessuna finitura,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london bianco bianco.jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici&nbsp;e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 30 ml,For glass bottle Venus 30 ml
1055,CS400.0037,London,Contagocce,London,128,Contagocce,"0,91",114,0,0,,0,Ghiera e bulbo nero,Black collar and bulb,Lucido,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CS400.0037(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici&nbsp;e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Clio 30 ml,For glass bottle Clio 30 ml
1351,CS400.0038,London,Contagocce,London,128,Contagocce,"0,91",114,0,0,,0,Ghiera e bulbo bianco,White collar and bulb,Nessuna finitura,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/vetronaviglio contagocce dropper london bianco.jpg,,,Per flacone vetro Kappa 50 ml,For glass bottle Kappa 50 ml
1170,CS400.0041,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Argento brillante, bulbo bianco","Shiny silver collar, white bulb",Lucido,PP + ghiera rivestita in alluminio,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE LONDON.149.jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Kappa 30 ml,For glass bottle Kappa 30 ml
1271,CS400.0049,London,Contagocce,London,128,Contagocce,"0,91",114,935,0,,0,Ghiera e bulbo nero,Black collar and bulb,Nessuna finitura,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CS400.0037(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 50 ml,For glass bottle Venus 50 ml
1258,CS400.0058,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera argento brillante, bulbo bianco","Shiny silver collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE LONDON.149(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 100 ml,For glass bottle Venus 100 ml
1259,CS400.0059,London,Contagocce,London,128,Contagocce,"1,17",114,0,0,,0,"Ghiera argento satinato, bulbo bianco","Matt silver collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london argmat bianco.jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici&nbsp;e per la cura dei capelli.</p>","<p>The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</p>",Per flacone vetro Venus 100 ml,For glass bottle Venus 100 ml
1260,CS400.0060,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera oro brillante, bulbo bianco","Shiny gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london oro bri bianco.jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 100 ml,For glass bottle Venus 100 ml
1261,CS400.0061,London,Contagocce,London,128,Contagocce,"1,17",114,0,0,,0,"Ghiera oro satinato, bulbo bianco","Matt gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london oro sat bianco.jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici&nbsp;e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 100 ml,For glass bottle Venus 100 ml
1262,CS400.0062,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera oro rosa brillante, bulbo bianco","Shiny rose gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE LONDON oro rosa bianco.1492.jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<p>&nbsp;</p>  <p>The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</p>",Per flacone vetro Venus 100 ml,For glass bottle Venus 100 ml
1263,CS400.0063,London,Contagocce,London,128,Contagocce,"0,91",114,0,0,,0,Ghiera e bulbo bianco,White collar and bulb,Nessuna finitura,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london bianco bianco(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 100 ml,For glass bottle Venus 100 ml
1264,CS400.0064,London,Contagocce,London,128,Contagocce,"0,91",114,0,0,,0,Ghiera e bulbo nero,Black collar and bulb,Nessuna finitura,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CS400.0037(1)(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici&nbsp;e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 100 ml,For glass bottle Venus 100 ml
1265,CS400.0065,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera argento brillante, bulbo bianco","Shiny silver collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE LONDON.149(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 50 ml,For glass bottle Venus 50 ml
1266,CS400.0066,London,Contagocce,London,128,Contagocce,"1,17",114,0,0,,0,"Ghiera argento satinato, bulbo bianco","Matt silver collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london argmat bianco(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 50 ml,For glass bottle Venus 50 ml
1267,CS400.0067,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera oro brillante, bulbo bianco","Shiny gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london oro bri bianco(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<p>The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</p>",Per flacone vetro Venus 50 ml,For glass bottle Venus 50 ml
1268,CS400.0068,London,Contagocce,London,128,Contagocce,"1,17",114,0,0,,0,"Ghiera oro satinato, bulbo bianco","Matt gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london oro sat bianco(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 50 ml,For glass bottle Venus 50 ml
1269,CS400.0069,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera oro rosa brillante, bulbo bianco","Shiny rose gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE LONDON oro rosa bianco.1492(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 50 ml,For glass bottle Venus 50 ml
1270,CS400.0070,London,Contagocce,London,128,Contagocce,"0,91",114,0,0,,0,Ghiera e bulbo bianco,White collar and bulb,Nessuna finitura,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london bianco bianco(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 50 ml,For glass bottle Venus 50 ml
1272,CS400.0071,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiere argento brillante, bulbo bianco","Shiny silver collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE LONDON.149(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 30 ml,For glass bottle Venus 30 ml
1273,CS400.0072,London,Contagocce,London,128,Contagocce,"1,17",114,0,0,,0,"Ghiera argento satinato, bulbo bianco","Matt silver collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london argmat bianco(1)(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 30 ml,For glass bottle Venus 30 ml
1274,CS400.0073,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera oro brillante, bulbo bianco","Shiny gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london oro bri bianco(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 30 ml,For glass bottle Venus 30 ml
1275,CS400.0074,London,Contagocce,London,128,Contagocce,"1,17",144,0,0,,0,"Ghiera oro satinato, bulbo bianco","Matt gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london oro sat bianco(1)(1)(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 30 ml,For glass bottle Venus 30 ml
1276,CS400.0075,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera oro rosa brillante, bulbo bianco","Shiny rose gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE LONDON oro rosa bianco.1492(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 30 ml,For glass bottle Venus 30 ml
1279,CS400.0076,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera argento brillante, bulbo bianco","Shiny silver collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE LONDON.149(1)(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 15 ml,For glass bottle Venus 15 ml
1281,CS400.0077,London,Contagocce,London,128,Contagocce,"1,17",114,0,0,,0,"Ghiera argento satinato, bulbo bianco","Matt silver collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london argmat bianco(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 15 ml,For glass bottle Venus 15 ml
1280,CS400.0078,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera oro brillante, bulbo bianco","Shiny gold collar, white bulb",Metallizato,PP,31,GCMI 24/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london oro bri bianco(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 15 ml,For glass bottle Venus 15 ml
1282,CS400.0079,London,Contagocce,London,128,Contagocce,"1,17",114,0,0,,0,"Ghiera oro satinato, bulbo bianco","Matt gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london oro sat bianco(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 15 ml,For glass bottle Venus 15 ml
1283,CS400.0080,London,Contagocce,London,128,Contagocce,"1,14",114,0,0,,0,"Ghiera oro rosa brillante, bulbo bianco","Shiny rose gold collar, white bulb",Metallizato,PP,31,GCMI 18/400,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE LONDON oro rosa bianco.1492(1)(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 15 ml,For glass bottle Venus 15 ml
1284,CS400.0081,London,Contagocce,London,128,Contagocce,"0,91",114,0,0,,0,Ghiera e bulbo bianco,White collar and bulb,Nessuna finitura,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/london bianco bianco(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Venus 15 ml,For glass bottle Venus 15 ml
1285,CS400.0082,London,Contagocce,London,128,Contagocce,"0,91",114,0,0,,0,Ghiera e bulbo nero,Black collar and bulb,Nessuna finitura,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CS400.0037(1)(1)(1)(1)(1).jpg,"<p>Il contagocce London, dal design elegante e minimale, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetici e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The London dropper, with an elegant and minimal design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Venus 15 ml,For glass bottle Venus 15 ml
614,DI000.0048,Lucie,Dispenser,Lucie,126,Dispenser,"0,6",798,0,0,,0,Bianco,White,Lucido,PP,4,Foamer,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/LUCIE foamer dispenser Vetronaviglio-2.jpg,"<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> Cover trasparente in PP incluso.</pre>",<p>Transparent PP overcap included.</p>,Per flacone plastica Giada 200 ml,For plastic bottle Giada 200 ml
163,SE125.0028,Luna,Flaconi plastica,Luna,27,Flacone,"0,43",100,0,125,125,11,Neutro,Natural,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_luna 125 f p_neutro_def.jpg,"<p>Il flacone&nbsp;in plastica Luna 125 ml presenta&nbsp;un design armonioso, leggermente svasato, ideale per prodotti cosmetici viso, corpo, capelli e detergenza.</p>","<p>Luna 125 ml plastic bottle has a neat design,&nbsp;the ideal packaging solutions for cosmetic, personal care and haircare products.</p>",,
115,SE125.0179S,Luna,Flaconi plastica,Luna,27,Flacone,"0,43",100,0,125,125,11,Bianco,White,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SE125.0179_luna 125 f p_bianco_def.jpg,"<p>Il flacone&nbsp;in plastica Luna 125 ml presenta&nbsp;un design armonioso, leggermente svasato, ideale per prodotti cosmetici viso, corpo, capelli e detergenza.</p>","<p>Luna 125 ml plastic bottle has a neat design,&nbsp;the ideal packaging solutions for cosmetic, personal care and haircare products.</p>",,
325,SE200.0238,Luna,Flaconi plastica,Luna,27,Flacone,"0,78",100,0,200,200,13,Marrone,Brown,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_luna 200 f p_marrone_def.jpg,"<p>Il flacone&nbsp;in plastica Luna 200 ml presenta&nbsp;un design armonioso, leggermente svasato, ergonomico ed ideale per prodotti cosmetici viso, corpo, capelli e detergenza.</p>","<p>Luna 200 ml plastic bottle has a neat and ergonomic design,&nbsp;the ideal packaging solutions for cosmetic, personal care and haircare products.</p>",,
326,SE200.0240S / SE200.0246S,Luna,Flaconi plastica,Luna,27,Flacone,"0,51",100,0,200,200,13,Bianco,White,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_luna 200 f p_bianco_def.jpg,"<p>Il flacone&nbsp;in plastica Luna 200 ml presenta&nbsp;un design armonioso, leggermente svasato, ergonomico ed ideale per prodotti cosmetici viso, corpo, capelli e detergenza.</p>  <p><strong>VERSIONE</strong>: bocca per fliptop / bocca per dispenser</p>","<p>Luna 200 ml plastic bottle has a neat and ergonomic design,&nbsp;the ideal packaging solutions for cosmetic, personal care and haircare products.</p>  <p><strong>VERSION</strong>: neck for fliptop / neck for dispenser pump</p>",,
327,SE200.0243,Luna,Flaconi plastica,Luna,27,Flacone,"0,78",100,0,200,200,13,Arancio,Orange,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_luna 200 f p_arancione_def.jpg,"<p>Il flacone&nbsp;in plastica Luna 200 ml presenta&nbsp;un design armonioso, leggermente svasato, ergonomico ed ideale per prodotti cosmetici viso, corpo, capelli e detergenza.</p>","<p>Luna 200 ml plastic bottle&nbsp;design makes it&nbsp;the ideal packaging solution&nbsp;for cosmetic, personal care and&nbsp;haircare&nbsp;products.</p>",,
560,CH410.0152,Lunette,Capsule - Disctop,Lunette,104,Capsula,"1,7",891,891,0,,0,Bianco perla + lente trasparente,Pearled white + transparent lens,Nessuna finitura,PP + SAN (LENS),32,GCMI 24/410,PP + SAN (LENS),https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_capsula lunette bianco perla lente trasp -.jpg,<p>GUARNIZIONE INCLUSA</p>,<p>LINER INCLUDED</p>,,
435,HH048.0270,Lunette,Coperchi,Lunette,48,Coperchio,"2,46",336,504,0,,0,"Corpo argento opaco, lente trasparente","Matte silver body, transparent lens",Nessuna finitura,PP + SAN (LENS),32,GCMI 48/400,PP + SAN (LENS),https://vetronaviglio.euupload/file/lowmoqproducts/products/files/coperchio lunette 48-400 arg matte.jpg,"<p>Il coperchio Lunette, grazie al design sofisticato ed elegante, &egrave; ideale da abbinare a vasi adatti ad un&rsquo;ampia gamma di prodotti cosmetici, per capelli e detergenza. E&#39; caratterizzato dalla lente che lo sormonta, rendendolo ancora pi&ugrave; prezioso.</p>  <p>GUARNIZIONE INCLUSA</p>","<p>The lid Lunette, thanks to its elegant design&nbsp;is the perfect solution for a variety of cosmetic, personal care and haircare products. The lens mounted on its top make it a precious accessory for the jar.</p>  <p>LINER INCLUDED</p>",,
1214,HH048.0284,Lunette,Coperchi,Lunette,48,Coperchio,"2,37",112,0,0,,0,"Corpo oro satinato, lente neutro trasparente","Matte gold body, transparent lens",Nessuna finitura,PP + SAN (LENS),32,GCMI 48/400,PP + SAN (LENS),https://vetronaviglio.euupload/file/lowmoqproducts/products/files/coperchio lunette 48-400 oro matt(1).jpg,"<p>Il coperchio Lunette, grazie al design sofisticato ed elegante, &egrave; ideale da abbinare a vasi &nbsp;adatti ad un&rsquo;ampia gamma di prodotti cosmetici, per capelli e detergenza. E&#39; caratterizzato dalla lente che lo sormonta, rendendolo ancora pi&ugrave; prezioso.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Lunette lid, thanks to its sophisticated and elegant design, is ideal for combining with jars suitable for a wide range of cosmetic, hair and cleansing products. It is characterized by the lens that surmounts it, making it even more precious.</pre>",,
680,HH048.0349,Lunette,Coperchi,Lunette,48,Coperchio,"2,11",336,3485,0,,0,"Corpo viola trasparente, lente trasparente","Transparent purple body, transparent lens",Nessuna finitura,PP + SAN (LENS),32,GCMI 48/400,PP + SAN (LENS),https://vetronaviglio.euupload/file/lowmoqproducts/products/files/coperchio lunette 48-400 viola trasparente.jpg,<p>GUARNIZIONE INCLUSA</p>,<p>LINER INCLUDED</p>,,
698,HH048.0461,Lunette,Coperchi,Lunette,48,Coperchio,"2,37",336,1092,0,,0,"corpo oro satinato, lente trasparente","Matte gold body, transparent lens",Nessuna finitura,PP + SAN (LENS),32,GCMI 48/400,PP + SAN (LENS),https://vetronaviglio.euupload/file/lowmoqproducts/products/files/coperchio lunette 48-400 oro matt.jpg,<p>GUARNIZIONE INCLUSA</p>,<p>LINER INCLUDED</p>,,
